person_id,household_id,pernum,traveldate_start,traveldate_end,hh_is_complete,numdayscomplete,num_trips,surveyable,is_participant,proxy_parent,proxy,relationship,age,gender,sexuality,race_afam,race_aiak,race_asian,race_hapi,race_white,race_other,race_noanswer,race_other_specify,race_category,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_997,ethnicity_999,ethnicity_other,employment,workplace,jobs_count,commute_freq,work_mode,commute_dur,telecommute_freq,hours_work,office_available,industry,industry_other,commute_subsidy_1,commute_subsidy_2,commute_subsidy_3,commute_subsidy_4,commute_subsidy_5,commute_subsidy_6,commute_subsidy_7,commute_subsidy_996,commute_subsidy_998,commute_subsidy_use_1,commute_subsidy_use_2,commute_subsidy_use_3,commute_subsidy_use_4,commute_subsidy_use_5,commute_subsidy_use_6,commute_subsidy_use_7,commute_subsidy_use_996,work_in_region,work_rgcname,work_county,work_jurisdiction,work_tract20,education,adult_student,schooltype,school_mode_typical,school_freq,remote_class_freq,school_in_region,school_rgcname,school_county,school_jurisdiction,school_tract20,second_home,second_home_in_region,license,vehicleused,ev_typical_charge_1,ev_typical_charge_2,ev_typical_charge_3,ev_typical_charge_4,ev_typical_charge_5,ev_typical_charge_6,ev_typical_charge_997,share_1,share_2,share_3,share_4,share_5,share_996,transit_freq,transit_pass,tnc_freq,carshare_freq,bike_freq,walk_freq,disability_person,mobility_aides,person_pct_trips_flagged,num_no_flag_days,participate,survey_year,person_weight,ObjectId,GlobalID
1710886601,17108866,1,,,,,2,,,,Respondent answered themselves,Self,25-34 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Drive alone,Less than a year,Less than monthly,41–50 hours,,,,,,,,,,,,,,,,,,,,,,,King County,Kent,53033029206,Graduate/post-graduate degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,1-3 times in the past 30 days,,I never do this,I never do this,,,,,,,,2017,18.1400100470615,1025,03920898-8510-4790-9585-d69cd80baf25
1710940701,17109407,1,,,,,26,,,No,Respondent answered themselves,Self,35-44 years,Female,,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,,AANHPI non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Drive alone,Between 2 and 3 years,Never,31-40 hours,,,,,,,,,,,,,,,,,,,,,,,King County,Bellevue,53033023401,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,"I do this, but not in the past 30 days",,I never do this,I never do this,,,,,,,,2017,16.3861931137051,1026,7f46b442-40c9-464c-8c7c-e5935cdcc356
1711000702,17110007,2,,,,,2,,,,Another person responded with the participant present (rSurvey only),Spouse or partner,55-64 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,Self-employed,At home (telecommute or self-employed with home office),1 job,,,,,11–20 hours,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Graduate/post-graduate degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,1-3 times in the past 30 days,,"I do this, but not in the past 30 days",I never do this,,,,,,,,2017,589.837809956944,1027,2158674d-3865-4bfe-9826-16fb13c78374
1710886602,17108866,2,,,,,4,,,,Respondent answered themselves,Spouse or partner,25-34 years,Female,,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,,AANHPI non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,"Urban rail (Link light rail, monorail)",Between 1 and 2 years,1 day a week,41–50 hours,,,,,,,,,,,,,,,,,,,,,,Seattle South Lake Union,King County,Seattle,53033007203,Graduate/post-graduate degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",None,,,,,,,,,,,,,,5 days a week,,"I do this, but not in the past 30 days","I do this, but not in the past 30 days",,,,,,,,2017,18.1400100470615,1028,1570a6ff-bcfc-4189-800d-4059c35614d4
1710940801,17109408,1,,,,,2,,,,Respondent answered themselves,Self,25-34 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,,Missing/No response,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Drive alone,Between 2 and 3 years,Never,31-40 hours,,,,,,,,,,,,,,,,,,,,,,,Snohomish County,Unincorporated Snohomish County,53061041812,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,"I do this, but not in the past 30 days",,"I do this, but not in the past 30 days",I never do this,,,,,,,,2017,13.793162110628,1029,d21c482c-d3ef-48ce-8c2c-0d91f474d4b3
1711000703,17110007,3,,,,,4,,,,Another person responded with the participant present (rSurvey only),Son or daughter (or child in-law),18-24 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Drive alone,Less than a year,Never,31-40 hours,,,,,,,,,,,,,,,,,,,,,,,King County,Mercer Island,53033024500,High school graduate,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,"I do this, but not in the past 30 days",,"I do this, but not in the past 30 days",I never do this,,,,,,,,2017,589.837809956944,1030,a43eaa6d-1c31-4cca-b321-184d3d2f5e49
1710941801,17109418,1,,,,,4,,,,Respondent answered themselves,Self,65-74 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Graduate/post-graduate degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,2-4 days a week,,I never do this,I never do this,,,,,,,,2017,25.0977953747006,1031,dcb157bf-b8ea-44d1-ad8c-d60c62442167
1711003701,17110037,1,,,,,0,,,,Respondent answered themselves,Self,65-74 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,1-3 times in the past 30 days,,"I do this, but not in the past 30 days","I do this, but not in the past 30 days",,,,,,,,2017,99.3076155134582,1032,59c1e9de-2c9a-4f76-bbf1-568c2eea2780
1710887701,17108877,1,,,,,3,,,,Respondent answered themselves,Self,45-54 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,,Missing/No response,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Drive alone,Less than a year,Never,41–50 hours,,,,,,,,,,,,,,,,,,,,,,,King County,Kirkland,53033021904,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,I never do this,,I never do this,"I do this, but not in the past 30 days",,,,,,,,2017,4779.87471215487,1033,f32a7d6a-b09f-4cb1-be6f-4fa96dc64f08
1710887702,17108877,2,,,,,2,,,,Another person responded with the participant present (rSurvey only),Spouse or partner,45-54 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,,Missing/No response,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,3 days a week,Drive alone,Between 1 and 2 years,2 days a week,41–50 hours,,,,,,,,,,,,,,,,,,,,,,,Snohomish County,Mountlake Terrace,53061051000,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 4,,,,,,,,,,,,,,1-3 times in the past 30 days,,I never do this,I never do this,,,,,,,,2017,4779.87471215487,1034,7769083f-4f40-4970-a1ff-34b3cd57d6c4
1710887703,17108877,3,,,,,2,,,,Another person responded without the participant present (rSurvey only),Son or daughter (or child in-law),12-15 years,Female,,,,,,,,,,Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,K-12 public school,,5 days per week,,,,Snohomish County,Brier,53061051913,,,,,,,,,,,,,,,,,,I never do this,,,,,,,,,,,2017,4779.87471215487,1035,ea8b0cf1-83d3-456e-b4d7-f8baf46d7d19
1710941802,17109418,2,,,,,2,,,,Another person responded without the participant present (rSurvey only),Spouse or partner,55-64 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Bus (public transit),Between 5 and 10 years,Never,41–50 hours,,,,,,,,,,,,,,,,,,,,,,,King County,Seattle,53033009300,Graduate/post-graduate degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,I never do this,,I never do this,I never do this,,,,,,,,2017,25.0977953747006,1036,51f87c3c-2bd9-470b-94fd-f66ead99aaed
1710768901,17107689,1,,,,,69,,,No,Respondent answered themselves,Self,55-64 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,Less than monthly,Drive alone,Between 1 and 2 years,5 days a week,31-40 hours,,,,,,,,,,,,,,,,,,,,,,Seattle Downtown,King County,Seattle,53033008102,Graduate/post-graduate degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,"I do this, but not in the past 30 days",,I never do this,I never do this,,,,,,,,2017,553.733704229367,1037,f6eb7c47-bc59-42e4-b9f1-47643b1bf122
1710890801,17108908,1,,,,,10,,,,Respondent answered themselves,Self,25-34 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Workplace regularly varies (different offices or jobsites),1 job,5 days a week,Drive alone,,Not applicable,More than 50 hours,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"No, does not have a license or permit",,,,,,,,,,,,,,,I never do this,,I never do this,I never do this,,,,,,,,2017,8.61613290095389,1038,3c2ecaa0-f7c7-4368-ad69-30e2589d77a5
1710942501,17109425,1,,,,,3,,,,Respondent answered themselves,Self,45-54 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Drive alone,Between 10 and 20 years,Never,41–50 hours,,,,,,,,,,,,,,,,,,,,,,,Pierce County,Tacoma,53053063200,Graduate/post-graduate degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,1-3 times in the past 30 days,,I never do this,I never do this,,,,,,,,2017,15.1302641759065,1039,bc6deb39-2b75-4aee-8915-8b24e504bc3b
1710891801,17108918,1,,,,,34,,,No,Another person responded without the participant present (rSurvey only),Self,65-74 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,Self-employed,At home (telecommute or self-employed with home office),2 jobs,,,,,11–20 hours,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Graduate/post-graduate degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,,,,,,,,,,,,2017,554.393235542634,1040,d0ec9608-faa0-4efd-9b4f-799f09c38824
1710942502,17109425,2,,,,,5,,,,Another person responded with the participant present (rSurvey only),Spouse or partner,45-54 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Bicycle or e-bike,Between 5 and 10 years,Never,31-40 hours,,,,,,,,,,,,,,,,,,,,,,Renton,King County,Renton,53033025302,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,"I do this, but not in the past 30 days",,I never do this,I never do this,,,,,,,,2017,15.1302641759065,1041,c4ce9eac-e6f2-48e2-8170-2e50d2419be9
1710897301,17108973,1,,,,,2,,,,Respondent answered themselves,Self,25-34 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed part time (fewer than 35 hours/week, paid)",Usually the same location (outside home),1 job,3 days a week,Bus (public transit),Between 1 and 2 years,Never,21–30 hours,,,,,,,,,,,,,,,,,,,,,,Seattle University Community,King County,Seattle,53033005303,Graduate/post-graduate degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,2-4 days a week,,I never do this,I never do this,,,,,,,,2017,3.060838969002,1042,96793cb9-0019-46c9-a961-c8a9ac06e259
1710942503,17109425,3,,,,,1,,,,Another person responded without the participant present (rSurvey only),Son or daughter (or child in-law),Under 5 years old,Female,,,,,,,,,,Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,Preschool,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,15.1302641759065,1043,e8ebd077-f05d-4ccd-98fc-879151c2543e
1710943601,17109436,1,,,,,4,,,,Respondent answered themselves,Self,65-74 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Drive alone,Between 5 and 10 years,Never,41–50 hours,,,,,,,,,,,,,,,,,,,,,,,King County,Seattle,53033010900,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,"I do this, but not in the past 30 days",,I never do this,I never do this,,,,,,,,2017,536.253391935536,1044,02effdd3-742c-49ed-8246-fc6d63c5227a
1710897302,17108973,2,,,,,0,,,,Another person responded with the participant present (rSurvey only),Spouse or partner,25-34 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Workplace regularly varies (different offices or jobsites),1 job,4 days a week,Drive alone,,1 day a week,41–50 hours,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,I never do this,,I never do this,I never do this,,,,,,,,2017,3.060838969002,1045,4fbe9c7e-fb0a-4f7c-bf3e-39dd9f37eae1
1711003702,17110037,2,,,,,2,,,,Another person responded with the participant present (rSurvey only),Spouse or partner,65-74 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Vocational/technical training,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,1-3 times in the past 30 days,,"I do this, but not in the past 30 days","I do this, but not in the past 30 days",,,,,,,,2017,99.3076155134582,1046,9838c3f2-aa90-4d08-a4ff-33a3a273a096
1710768902,17107689,2,,,,,31,,,No,Another person responded with the participant present (rSurvey only),Spouse or partner,55-64 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed part time (fewer than 35 hours/week, paid)",At home (telecommute or self-employed with home office),1 job,,,,,11–20 hours,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 3,,,,,,,,,,,,,,I never do this,,I never do this,I never do this,,,,,,,,2017,553.733704229367,1047,5fd5bbd5-8fc1-4e06-8f22-380941a1b053
1710944401,17109444,1,,,,,3,,,,Respondent answered themselves,Self,85 years or older,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Some college,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",,,,,,,,,,,,,,,2-4 days a week,,I never do this,I never do this,,,,,,,,2017,22.1161260310397,1048,4aabed94-0a57-4d6c-8a5e-a4d54f3eed82
1710898201,17108982,1,,,,,53,,,No,Respondent answered themselves,Self,18-24 years,Female,,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,,AANHPI non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,Less than monthly,"Walk, jog, or wheelchair",Less than a year,Never,41–50 hours,,,,,,,,,,,,,,,,,,,,,,Seattle University Community,King County,Seattle,53033005303,Bachelor degree,Full-time student,"College, graduate, or professional school",,5 days per week,,,Seattle University Community,King County,Seattle,53033005303,,,"Yes, has an intermediate or unrestricted license",,,,,,,,,,,,,,,5 days a week,,2-4 days a week,"I do this, but not in the past 30 days",,,,,,,,2017,345.113492416653,1049,6b79a661-cec1-425a-8669-107ee7e52ae4
1710700101,17107001,1,,,,,3,,,,Respondent answered themselves,Self,55-64 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Drive alone,Between 5 and 10 years,Never,31-40 hours,,,,,,,,,,,,,,,,,,,,,,Bellevue,King County,Bellevue,53033023807,Some college,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,I never do this,,I never do this,I never do this,,,,,,,,2017,237.458428815709,1050,1a505f00-1abd-483c-b0e4-c3f2c9002f72
1710945101,17109451,1,,,,,4,,,,Respondent answered themselves,Self,35-44 years,Male,,Not Selected,Not Selected,Not Selected,Selected,Selected,Selected,Not Selected,,Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Drive alone,Between 3 and 5 years,Never,41–50 hours,,,,,,,,,,,,,,,,,,,,,,,King County,Seattle,53033010900,Vocational/technical training,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,I never do this,,I never do this,I never do this,,,,,,,,2017,576.951218001494,1051,72ee89bc-f61e-4522-9db4-5a1e386af561
1710899401,17108994,1,,,,,4,,,,Respondent answered themselves,Self,18-24 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Drive alone,Between 1 and 2 years,A few times per month,41–50 hours,,,,,,,,,,,,,,,,,,,,,,,King County,Redmond,53033022803,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,1-3 times in the past 30 days,,"I do this, but not in the past 30 days",I never do this,,,,,,,,2017,8.6239742139684,1052,969a7d5f-c281-4208-9728-ca055d220faf
1710702001,17107020,1,,,,,54,,,Yes,Another person responded without the participant present (rSurvey only),Self,25-34 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Workplace regularly varies (different offices or jobsites),1 job,4 days a week,Drive alone,,Less than monthly,31-40 hours,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Graduate/post-graduate degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,,,,,,,,,,,,2017,26.7870348790929,1053,a6d172f9-5abf-41b8-8b46-76b36da0fa76
1710945102,17109451,2,,,,,2,,,,Respondent answered themselves,Spouse or partner,25-34 years,Female,,Not Selected,Not Selected,Not Selected,Selected,Selected,Selected,Not Selected,,Hispanic,,,,,,,,Homemaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,High school graduate,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,I never do this,,I never do this,I never do this,,,,,,,,2017,576.951218001494,1054,58e0dc5d-f762-4f29-8c9e-bd64bde3473a
1710902101,17109021,1,,,,,2,,,,Respondent answered themselves,Self,45-54 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",At home (telecommute or self-employed with home office),1 job,,,,,31-40 hours,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,1-3 times in the past 30 days,,1-3 times in the past 30 days,I never do this,,,,,,,,2017,656.427419858141,1055,4c5beb4f-248f-4041-ae2c-298f77fa2c79
1710702002,17107020,2,,,,,28,,,No,Another person responded without the participant present (rSurvey only),Spouse or partner,25-34 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Drive alone,Between 1 and 2 years,Never,31-40 hours,,,,,,,,,,,,,,,,,,,,,,,King County,Duvall,53033032401,Graduate/post-graduate degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,,,,,,,,,,,,2017,26.7870348790929,1056,11cff11f-015a-4ef9-927a-7b8560c4b853
1710769501,17107695,1,,,,,1,,,,Respondent answered themselves,Self,25-34 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,,Missing/No response,,,,,,,,"Employed full time (35+ hours/week, paid)",Workplace regularly varies (different offices or jobsites),1 job,6-7 days a week,Bicycle or e-bike,,Never,More than 50 hours,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Graduate/post-graduate degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,5 days a week,,I never do this,I never do this,,,,,,,,2017,7.87273811721967,1057,e07a0da2-ccfb-487a-be14-0d9a2d5fcf63
1710702003,17107020,3,,,,,20,,,No,Another person responded without the participant present (rSurvey only),Son or daughter (or child in-law),Under 5 years old,Male,,,,,,,,,,Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,Preschool,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,26.7870348790929,1058,8d27a02a-2e93-4f32-9f23-546f84b89101
1710902102,17109021,2,,,,,0,,,,Another person responded with the participant present (rSurvey only),Spouse or partner,45-54 years,Female,,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,Some Other Race non-Hispanic,,,,,,,,Homemaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,1-3 times in the past 30 days,,"I do this, but not in the past 30 days",I never do this,,,,,,,,2017,656.427419858141,1059,00270db9-49ad-446f-bed6-2b54ba2e3aff
1711003801,17110038,1,,,,,2,,,,Respondent answered themselves,Self,65-74 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Bus (public transit),Between 10 and 20 years,Never,41–50 hours,,,,,,,,,,,,,,,,,,,,,,Seattle Downtown,King County,Seattle,53033008102,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,5 days a week,,I never do this,I never do this,,,,,,,,2017,15.0072189102675,1060,dfc61045-415b-426b-b221-9c2776adb22d
1710949501,17109495,1,,,,,7,,,,Respondent answered themselves,Self,45-54 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,Self-employed,At home (telecommute or self-employed with home office),2 jobs,,,,,10 hours or fewer,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",,,,,,,,,,,,,,,5 days a week,,I never do this,"I do this, but not in the past 30 days",,,,,,,,2017,607.88771961966,1061,95726047-5434-4745-8283-ecd7d23628d9
1710702004,17107020,4,,,,,16,,,No,Another person responded without the participant present (rSurvey only),Son or daughter (or child in-law),Under 5 years old,Male,,,,,,,,,,Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,None,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,26.7870348790929,1062,eafeed96-7bfd-468a-aa8a-78722e7a2147
1710902301,17109023,1,,,,,4,,,,Respondent answered themselves,Self,25-34 years,Prefer not to answer,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,,Missing/No response,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Drive alone,Between 1 and 2 years,Less than monthly,41–50 hours,,,,,,,,,,,,,,,,,,,,,,Bellevue,King County,Bellevue,53033023807,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,"I do this, but not in the past 30 days",,"I do this, but not in the past 30 days",I never do this,,,,,,,,2017,2.94042115198039,1063,b67c61ad-2e26-477e-b591-0628054dc8c8
1710950401,17109504,1,,,,,0,,,,Respondent answered themselves,Self,25-34 years,Male,,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,,Hispanic,,,,,,,,Self-employed,At home (telecommute or self-employed with home office),1 job,,,,,More than 50 hours,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Vocational/technical training,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,1-3 times in the past 30 days,,1-3 times in the past 30 days,"I do this, but not in the past 30 days",,,,,,,,2017,7.87273811721967,1064,0cca90d2-60d4-41e7-b19c-98fbbf0b867e
